2000.0,10.22
1999.0,10.26
1998.0,10.42
1997.0,10.24
1996.0,10.25
1995.0,10.46
1994.0,10.29
1993.0,10.34
1992.0,10.27
1991.0,10.32
1990.0,10.48
1989.0,10.23
1988.0,10.37
1987.0,10.67
1986.0,10.03
1985.0,10.12
1984.0,10.06
1983.0,10.2
1982.0,10.5
1981.0,10.34
1980.0,10.0
1979.0,10.63
1978.0,10.46
1977.0,10.47
1976.0,10.51
1975.0,10.58
1974.0,10.48
1973.0,10.31
1972.0,10.54
1971.0,10.35
1970.0,10.03
1969.0,10.01
1968.0,10.37
1967.0,10.03
1966.0,10.1
1965.0,10.5
1964.0,10.18
1963.0,10.13
1962.0,10.37
1961.0,10.44
1960.0,10.03
1959.0,10.31
1958.0,10.56
1957.0,10.31
1956.0,10.44
1955.0,10.09
1954.0,10.52
1953.0,10.25
1952.0,10.2
1951.0,9.99
1950.0,10.5
1949.0,10.23
1948.0,10.05
1947.0,9.99
1946.0,10.4
1945.0,10.34
1944.0,10.24
1943.0,10.15
1942.0,10.03
1941.0,10.05
1940.0,10.33
1939.0,10.18
1938.0,10.22
1937.0,9.97
1936.0,9.99
1935.0,10.03
1934.0,10.24
1933.0,10.31
1932.0,10.13
1931.0,10.2
1930.0,10.32
1929.0,10.08
1928.0,10.13
1927.0,10.38
1926.0,10.14
1925.0,10.08
1924.0,10.36
1923.0,10.36
1922.0,10.08
1921.0,10.09
1920.0,10.23
1919.0,10.32
1918.0,10.38
1917.0,10.37
1916.0,10.03
1915.0,10.09
1914.0,10.03
1913.0,10.32
1912.0,10.22
1911.0,10.13
1910.0,10.2
1909.0,10.21
1908.0,9.97
1907.0,10.48
1906.0,10.44
1905.0,9.96
1904.0,10.45
1903.0,10.17
1902.0,10.17
1901.0,9.97
1900.0,10.35
1899.0,10.17
1898.0,9.84
1897.0,10.53
1896.0,10.06
1895.0,10.14
1894.0,10.37
1893.0,10.1
1892.0,10.33
1891.0,10.06
1890.0,10.23
1889.0,10.18
1888.0,9.97
1887.0,9.97
1886.0,10.08
1885.0,10.09
1884.0,10.14
1883.0,10.4
1882.0,10.1
1881.0,10.04
1880.0,10.26
1879.0,10.18
1878.0,10.31
1877.0,10.18
1876.0,10.22
1875.0,9.87
1874.0,10.09
1873.0,9.89
1872.0,10.33
1871.0,10.38
1870.0,10.14
1869.0,10.06
1868.0,10.25
1867.0,10.24
1866.0,10.21
1865.0,9.85
1864.0,10.23
1863.0,10.08
1862.0,10.04
1861.0,10.3
1860.0,10.1
1859.0,10.57
1858.0,10.12
1857.0,10.38
1856.0,9.7
1855.0,10.5
